input,target,prediction,exact_match,bleu4
We crossed the old bridge,Nous avons traversé le vieux pont,Nous avons visité le château en bleu,False,0.07730551756939454
They speak standard European Spanish fluently,Ils parlent couramment l'espagnol européen standard,Ils parlent souvent des efforts de la,False,0.06985342056580097
She cooks a traditional meal,Elle cuisine un repas traditionnel,Elle a acheté un beau tableau,False,0.048549177170732344
I will fix the broken window tomorrow morning,Je réparerai la fenêtre cassée demain matin,Je réparerai le robinet qui fuit demain matin,False,0.08307018474412793
We explored the narrow corridors of the old castle,Nous avons exploré les couloirs étroits du vieux château,Nous avons regardé le grand de soleil le parc,False,0.050712153369465586
The mirror reflects the light,Le miroir reflète la lumière,Le chien dort sur le matin,False,0.040824829046386304
They go skiing every winter,Ils vont skier chaque hiver,Ils vont faire du snowboard à chaque,False,0.07730551756939454
The organic milk must be kept cold,Le lait biologique doit être gardé au frais,Le chat a est très froid,False,0.02925226826055808
The bus arrives at five o'clock,Le bus arrive à cinq heures,Le bus de la ville arrive précisément à cinq heures,False,0.13747081017605653
They travel to Paris,Ils voyagent à Paris,Ils parlent souvent de la maison,False,0.040824829046386304
We watch movies on Fridays,Nous regardons des films le vendredi,Nous avons le le train ensemble,False,0.048549177170732344
The sun is shining,Le soleil brille,Le pain est très fort,False,0.05372849659117709
She translates technical documents,Elle traduit des documents techniques,Elle traduit des contrats juridiques,False,0.26591479484724945
I look forward to attending the tech conference,J'attends avec impatience d'assister à la conférence technologique,J'ai reçu les pigeons avec un grand,False,0.028634401465295497
The morning double espresso is incredibly strong,Le double expresso du matin est incroyablement fort,Le café expresso du matin est exceptionnellement fort,False,0.38260294162784475
I look forward to the holidays,J'attends les vacances avec impatience,J'ai avec impatience les prochaines,False,0.12574334296829354
The coffee machine is broken,La machine à café est en panne,Le pain est très facile,False,0.036015288308423515
You are tired,Tu es fatigué,Ils sont est dégagé,False,0.0
He speaks five dialects of Chinese fluently,Il parle couramment cinq dialectes du chinois,Il parle de la guitare dans le langues,False,0.05873949094699214
He waits for the bus,Il attend le bus,Il a perdu l'équilibre pour les enfants,False,0.033031643180138064
They practice swimming techniques every single afternoon,Ils s'entraînent aux techniques de natation chaque après-midi,Ils pratiquent le piano tous les après-midi,False,0.034052233956373766
He likes to play chess,Il aime jouer aux échecs,Il a fini son médecin,False,0.05372849659117709
They practice their instruments for hours every day,Ils pratiquent leurs instruments pendant des heures chaque jour,Ils vont du violon tous les jours,False,0.024822529802838878
The museum is an educational place,Le musée est un lieu éducatif,Le musée est un lieu hautement éducatif,False,0.6434588841607617
She always drinks warm milk before going to bed,Elle boit toujours du lait chaud avant de se coucher,Elle traduit des contrats juridiques à temps,False,0.02151810250197126
The morning train is usually packed with commuters,Le train du matin est généralement bondé de banlieusards,La bibliothèque de est exceptionnellement avec un gâteau,False,0.02915032279375143
The championship football match was incredibly intense,Le match de football du championnat était incroyablement intense,Le match était était intense était,False,0.06227190212960362
She works as a manager at a local bank,Elle travaille comme directrice dans une banque locale,Elle a acheté un beau tableau en or,False,0.02777619034011792
I dropped my keys somewhere in the sandbox,J'ai fait tomber mes clés quelque part dans le bac à sable,J'ai accidentellement laissé dans les arbres dans le taxi,False,0.04021333017266262
We are going to the beach tomorrow,Nous allons à la plage demain,Nous allons au concert demain,False,0.10294994188297393
She won first place in the writing contest,Elle a remporté la première place au concours d'écriture,Elle se perdu dans le parc pendant,False,0.024822529802838878
The heavy door has a beautiful wooden handle,La lourde porte a une belle poignée en bois,La porte a une poignée en bois,False,0.2147301599233936
She bought an expensive leather bag yesterday,Elle a acheté un sac en cuir cher hier,Elle a remporté un beau de perles pour le gala,False,0.04939382737115371
He works long hours as a financial consultant,Il travaille de longues heures comme consultant financier,Le guide a une un lieu hautement,False,0.0
She works full-time at the hospital,Elle travaille à plein temps à l'hôpital,Elle travaille à plein temps à l'hôpital général,False,0.8408964152537145
I see a rainbow in the sky,Je vois un arc-en-ciel dans le ciel,Je vois un avion dans le ciel,False,0.274941620352113
She wears a red dress,Elle porte une robe rouge,Elle porte un beau tableau en argent,False,0.06985342056580097
She practices her dance routine in front of the mirror,Elle pratique sa routine de danse devant le miroir,Elle a perdu dans les murs de la voiture,False,0.028517539529041507
The science experiment requires a special microscope,L'expérience scientifique nécessite un microscope spécial,La bibliothèque a une grande avec un gâteau,False,0.02777619034011792
Please pass me the salt,"S'il vous plaît, passez-moi le sel",Ils sont au bureau,False,0.0
The birds gather dry twigs for their nests,Les oiseaux ramassent des brindilles sèches pour leurs nids,Les écureuils ramassent des noisettes pour les invités,False,0.06164542728425844
He runs five miles every morning before breakfast,Il court cinq milles tous les matins avant le petit déjeuner,Il enseigne la course de la tous les jours,False,0.044939163285563015
You have a beautiful garden full of colorful roses,Vous avez un magnifique jardin plein de roses colorées,Vous avez un grand magnifique magnifique magnifique,False,0.13201355840223275
We need to buy a dozen fresh eggs,Nous devons acheter une douzaine d'œufs frais,Nous devons acheter des articles des œufs,False,0.16348126556655487
We swim during summer,Nous nageons pendant l'été,Nous avons visité le célèbre,False,0.05372849659117709
We visited the national park,Nous avons visité le parc national,Nous avons visité le parc national,True,1.0
They regularly play tennis on the weekends,Ils jouent régulièrement au tennis le week-end,Ils jouent au tennis le week-end,False,0.5115078115793242
They live in a beautiful apartment facing the river,Ils vivent dans un bel appartement face à la rivière,Ils nourrissent les pigeons dans un dans les arbres,False,0.05022037190492093
The map of the subway network is confusing,La carte du réseau de métro est déroutante,La bibliothèque est du ruisseau de la montagne,False,0.039281465090051315
The computer is fast,L'ordinateur est rapide,La neige est trop vite,False,0.05372849659117709
I want to eat an apple,Je veux manger une pomme,Je veux une pomme verte fraîche,False,0.12209471671615688
We visited the historic monument,Nous avons visité le monument historique,Nous avons visité le château,False,0.5475182535069453
The keys are missing from my coat pocket,Les clés manquent dans la poche de mon manteau,Le café est des légumes à des,False,0.0
Please close the gate,"S'il vous plaît, fermez la barrière",Le chien est la neige,False,0.0439891724758422
We are planning a dream trip to Rome next year,Nous planifions un voyage de rêve à Rome l'année prochaine,Nous planifions un grand voyage de haute au le mois,False,0.13134549472120793
We crossed the desert by camel,Nous avons traversé le désert à dos de chameau,Nous avons traversé le petit en bateau,False,0.30895757752065417
The museum is closed today,Le musée est fermé aujourd'hui,Le temps est parfait aujourd'hui,False,0.07071067811865477
The small children share their colorful toys,Les petits enfants partagent leurs jouets colorés,Le dentiste m'a conseillé de me reposer,False,0.0
The new software update fixed several critical bugs,La nouvelle mise à jour logicielle a corrigé plusieurs bugs critiques,"Le se plaît, éloignez-vous des portes qui",False,0.0
